age_in_months,gender,bmi_percentile,bmi
198.5,female,0.25,18.8978
199.5,female,0.25,18.93384
200.5,female,0.25,18.96935
201.5,female,0.25,19.00432
202.5,female,0.25,19.03874
203.5,female,0.25,19.07258
204.5,female,0.25,19.10585
205.5,female,0.25,19.13852
206.5,female,0.25,19.17059
207.5,female,0.25,19.20204
208.5,female,0.25,19.23285
209.5,female,0.25,19.26301
210.5,female,0.25,19.29252
211.5,female,0.25,19.32135
212.5,female,0.25,19.34949
213.5,female,0.25,19.37693
214.5,female,0.25,19.40366
215.5,female,0.25,19.42965
216.5,female,0.25,19.45491
217.5,female,0.25,19.47941
218.5,female,0.25,19.50314
219.5,female,0.25,19.52608
220.5,female,0.25,19.54823
221.5,female,0.25,19.56957
222.5,female,0.25,19.59008
223.5,female,0.25,19.60975
224.5,female,0.25,19.62857
225.5,female,0.25,19.64651
226.5,female,0.25,19.66358
227.5,female,0.25,19.67975
228.5,female,0.25,19.695
229.5,female,0.25,19.70933
230.5,female,0.25,19.72272
231.5,female,0.25,19.73516
232.5,female,0.25,19.74662
233.5,female,0.25,19.7571
234.5,female,0.25,19.76658
235.5,female,0.25,19.77505
236.5,female,0.25,19.78248
237.5,female,0.25,19.78887
238.5,female,0.25,19.7942
239.5,female,0.25,19.79846
240,female,0.25,19.80018
240.5,female,0.25,19.80162
24,male,0.5,16.57503
24.5,male,0.5,16.54777
25.5,male,0.5,16.49443
26.5,male,0.5,16.4426
27.5,male,0.5,16.39224
28.5,male,0.5,16.34334
29.5,male,0.5,16.29584
30.5,male,0.5,16.24972
31.5,male,0.5,16.20495
32.5,male,0.5,16.1615
33.5,male,0.5,16.11933
34.5,male,0.5,16.07843
35.5,male,0.5,16.03876
36.5,male,0.5,16.0003
37.5,male,0.5,15.96304
38.5,male,0.5,15.92695
39.5,male,0.5,15.89203
40.5,male,0.5,15.85824
41.5,male,0.5,15.82559
42.5,male,0.5,15.79406
43.5,male,0.5,15.76364
44.5,male,0.5,15.73434
45.5,male,0.5,15.70614
46.5,male,0.5,15.67904
47.5,male,0.5,15.65305
48.5,male,0.5,15.62817
49.5,male,0.5,15.60441
50.5,male,0.5,15.58176
51.5,male,0.5,15.56025
52.5,male,0.5,15.53987
53.5,male,0.5,15.52065
54.5,male,0.5,15.50258
55.5,male,0.5,15.48569
56.5,male,0.5,15.46998
57.5,male,0.5,15.45546
58.5,male,0.5,15.44214
59.5,male,0.5,15.43003
60.5,male,0.5,15.41914
61.5,male,0.5,15.40947
62.5,male,0.5,15.40103
63.5,male,0.5,15.39382
64.5,male,0.5,15.38783
65.5,male,0.5,15.38307
66.5,male,0.5,15.37953
67.5,male,0.5,15.37721
68.5,male,0.5,15.37609
69.5,male,0.5,15.37618
70.5,male,0.5,15.37745
71.5,male,0.5,15.37991
72.5,male,0.5,15.38353
73.5,male,0.5,15.38831
74.5,male,0.5,15.39423
75.5,male,0.5,15.40127
76.5,male,0.5,15.40943
77.5,male,0.5,15.41869
78.5,male,0.5,15.42902
79.5,male,0.5,15.44042
80.5,male,0.5,15.45288
81.5,male,0.5,15.46636
82.5,male,0.5,15.48087
83.5,male,0.5,15.49637
84.5,male,0.5,15.51287
85.5,male,0.5,15.53034
86.5,male,0.5,15.54876
87.5,male,0.5,15.56812
88.5,male,0.5,15.58841
89.5,male,0.5,15.60961
90.5,male,0.5,15.63171
91.5,male,0.5,15.65469
92.5,male,0.5,15.67853
93.5,male,0.5,15.70323
94.5,male,0.5,15.72877
95.5,male,0.5,15.75513
96.5,male,0.5,15.78231
97.5,male,0.5,15.81029
98.5,male,0.5,15.83905
99.5,male,0.5,15.86858
100.5,male,0.5,15.89888
101.5,male,0.5,15.92992
102.5,male,0.5,15.96169
103.5,male,0.5,15.99419
104.5,male,0.5,16.02741
105.5,male,0.5,16.06132
106.5,male,0.5,16.09591
107.5,male,0.5,16.13119
108.5,male,0.5,16.16712
109.5,male,0.5,16.20371
110.5,male,0.5,16.24094
111.5,male,0.5,16.2788
112.5,male,0.5,16.31728
113.5,male,0.5,16.35637
114.5,male,0.5,16.39606
115.5,male,0.5,16.43633
116.5,male,0.5,16.47718
117.5,male,0.5,16.5186
118.5,male,0.5,16.56057
119.5,male,0.5,16.60309
120.5,male,0.5,16.64614
121.5,male,0.5,16.68972
122.5,male,0.5,16.73381
123.5,male,0.5,16.7784
124.5,male,0.5,16.8235
125.5,male,0.5,16.86907
126.5,male,0.5,16.91512
127.5,male,0.5,16.96164
128.5,male,0.5,17.00862
129.5,male,0.5,17.05604
130.5,male,0.5,17.1039
131.5,male,0.5,17.15218
132.5,male,0.5,17.20089
133.5,male,0.5,17.25
134.5,male,0.5,17.29951
135.5,male,0.5,17.34942
136.5,male,0.5,17.3997
137.5,male,0.5,17.45036
138.5,male,0.5,17.50138
139.5,male,0.5,17.55276
140.5,male,0.5,17.60448
141.5,male,0.5,17.65653
142.5,male,0.5,17.70892
143.5,male,0.5,17.76162
144.5,male,0.5,17.81463
145.5,male,0.5,17.86795
146.5,male,0.5,17.92155
147.5,male,0.5,17.97544
148.5,male,0.5,18.02961
149.5,male,0.5,18.08404
150.5,male,0.5,18.13873
151.5,male,0.5,18.19367
152.5,male,0.5,18.24884
153.5,male,0.5,18.30426
154.5,male,0.5,18.35989
155.5,male,0.5,18.41574
156.5,male,0.5,18.4718
157.5,male,0.5,18.52805
158.5,male,0.5,18.5845
159.5,male,0.5,18.64113
160.5,male,0.5,18.69793
161.5,male,0.5,18.75489
162.5,male,0.5,18.81202
163.5,male,0.5,18.86929
164.5,male,0.5,18.9267
165.5,male,0.5,18.98424
166.5,male,0.5,19.04191
167.5,male,0.5,19.0997
168.5,male,0.5,19.15759
169.5,male,0.5,19.21558
170.5,male,0.5,19.27366
171.5,male,0.5,19.33182
172.5,male,0.5,19.39006
173.5,male,0.5,19.44837
174.5,male,0.5,19.50673
175.5,male,0.5,19.56514
176.5,male,0.5,19.6236
177.5,male,0.5,19.68208
178.5,male,0.5,19.7406
179.5,male,0.5,19.79912
180.5,male,0.5,19.85766
181.5,male,0.5,19.9162
182.5,male,0.5,19.97473
183.5,male,0.5,20.03324
184.5,male,0.5,20.09172
185.5,male,0.5,20.15017
186.5,male,0.5,20.20858
187.5,male,0.5,20.26694
188.5,male,0.5,20.32524
189.5,male,0.5,20.38346
190.5,male,0.5,20.44162
191.5,male,0.5,20.49968
192.5,male,0.5,20.55765
193.5,male,0.5,20.61551
194.5,male,0.5,20.67326
195.5,male,0.5,20.73089
196.5,male,0.5,20.78839
197.5,male,0.5,20.84574
198.5,male,0.5,20.90294
199.5,male,0.5,20.95999
200.5,male,0.5,21.01686
201.5,male,0.5,21.07356
202.5,male,0.5,21.13007
203.5,male,0.5,21.18638
204.5,male,0.5,21.24248
205.5,male,0.5,21.29836
206.5,male,0.5,21.35402
207.5,male,0.5,21.40944
208.5,male,0.5,21.46461
209.5,male,0.5,21.51952
210.5,male,0.5,21.57417
211.5,male,0.5,21.62854
212.5,male,0.5,21.68262
213.5,male,0.5,21.7364
214.5,male,0.5,21.78988
215.5,male,0.5,21.84304
216.5,male,0.5,21.89587
217.5,male,0.5,21.94836
218.5,male,0.5,22.00051
219.5,male,0.5,22.05229
220.5,male,0.5,22.10371
221.5,male,0.5,22.15476
222.5,male,0.5,22.20541
223.5,male,0.5,22.25567
224.5,male,0.5,22.30553
225.5,male,0.5,22.35497
226.5,male,0.5,22.40399
227.5,male,0.5,22.45257
228.5,male,0.5,22.50072
229.5,male,0.5,22.54841
230.5,male,0.5,22.59565
231.5,male,0.5,22.64243
232.5,male,0.5,22.68873
233.5,male,0.5,22.73456
234.5,male,0.5,22.7799
235.5,male,0.5,22.82474
236.5,male,0.5,22.86909
237.5,male,0.5,22.91293
238.5,male,0.5,22.95626
239.5,male,0.5,22.99908
240,male,0.5,23.02029
240.5,male,0.5,23.04138
24,female,0.5,16.4234
24.5,female,0.5,16.38804
25.5,female,0.5,16.31897
26.5,female,0.5,16.25208
27.5,female,0.5,16.18735
28.5,female,0.5,16.12475
29.5,female,0.5,16.06429
30.5,female,0.5,16.00593
31.5,female,0.5,15.94967
32.5,female,0.5,15.89548
33.5,female,0.5,15.84336
34.5,female,0.5,15.79329
35.5,female,0.5,15.74526
36.5,female,0.5,15.69924
37.5,female,0.5,15.65523
38.5,female,0.5,15.61321
39.5,female,0.5,15.57317
40.5,female,0.5,15.53508
41.5,female,0.5,15.49893
42.5,female,0.5,15.4647
43.5,female,0.5,15.43238
44.5,female,0.5,15.40193
45.5,female,0.5,15.37335
46.5,female,0.5,15.34661
47.5,female,0.5,15.32168
48.5,female,0.5,15.29855
49.5,female,0.5,15.27719
50.5,female,0.5,15.25757
51.5,female,0.5,15.23967
52.5,female,0.5,15.22347
53.5,female,0.5,15.20894
54.5,female,0.5,15.19606
55.5,female,0.5,15.1848
56.5,female,0.5,15.17513
57.5,female,0.5,15.16703
58.5,female,0.5,15.16047
59.5,female,0.5,15.15543
60.5,female,0.5,15.15188
61.5,female,0.5,15.1498
62.5,female,0.5,15.14917
63.5,female,0.5,15.14995
64.5,female,0.5,15.15213
65.5,female,0.5,15.15567
66.5,female,0.5,15.16056
67.5,female,0.5,15.16678
68.5,female,0.5,15.17429
69.5,female,0.5,15.18309
70.5,female,0.5,15.19313
71.5,female,0.5,15.20441
72.5,female,0.5,15.2169
73.5,female,0.5,15.23058
74.5,female,0.5,15.24543
75.5,female,0.5,15.26142
76.5,female,0.5,15.27854
77.5,female,0.5,15.29676
78.5,female,0.5,15.31607
79.5,female,0.5,15.33644
80.5,female,0.5,15.35785
81.5,female,0.5,15.38029
82.5,female,0.5,15.40374
83.5,female,0.5,15.42817
84.5,female,0.5,15.45357
85.5,female,0.5,15.47991
86.5,female,0.5,15.50718
87.5,female,0.5,15.53537
88.5,female,0.5,15.56444
89.5,female,0.5,15.59439
90.5,female,0.5,15.6252
91.5,female,0.5,15.65684
92.5,female,0.5,15.6893
93.5,female,0.5,15.72257
94.5,female,0.5,15.75662
95.5,female,0.5,15.79143
96.5,female,0.5,15.827
97.5,female,0.5,15.86329
98.5,female,0.5,15.9003
99.5,female,0.5,15.93802
100.5,female,0.5,15.97641
101.5,female,0.5,16.01546
102.5,female,0.5,16.05517
103.5,female,0.5,16.09551
104.5,female,0.5,16.13646
105.5,female,0.5,16.17801
106.5,female,0.5,16.22014
107.5,female,0.5,16.26284
108.5,female,0.5,16.30609
109.5,female,0.5,16.34988
110.5,female,0.5,16.39418
111.5,female,0.5,16.43899
112.5,female,0.5,16.48428
113.5,female,0.5,16.53005
114.5,female,0.5,16.57627
115.5,female,0.5,16.62293
116.5,female,0.5,16.67002
117.5,female,0.5,16.71751
118.5,female,0.5,16.7654
119.5,female,0.5,16.81368
120.5,female,0.5,16.86231
121.5,female,0.5,16.9113
122.5,female,0.5,16.96062
123.5,female,0.5,17.01026
124.5,female,0.5,17.06021
125.5,female,0.5,17.11045
126.5,female,0.5,17.16097
127.5,female,0.5,17.21174
128.5,female,0.5,17.26277
129.5,female,0.5,17.31403
130.5,female,0.5,17.36551
131.5,female,0.5,17.41719
132.5,female,0.5,17.46907
133.5,female,0.5,17.52112
134.5,female,0.5,17.57333
135.5,female,0.5,17.6257
136.5,female,0.5,17.6782
137.5,female,0.5,17.73082
138.5,female,0.5,17.78356
139.5,female,0.5,17.83638
140.5,female,0.5,17.88929
141.5,female,0.5,17.94227
142.5,female,0.5,17.99531
143.5,female,0.5,18.04838
144.5,female,0.5,18.10149
145.5,female,0.5,18.15461
146.5,female,0.5,18.20774
147.5,female,0.5,18.26085
148.5,female,0.5,18.31395
149.5,female,0.5,18.36701
150.5,female,0.5,18.42002
151.5,female,0.5,18.47298
152.5,female,0.5,18.52586
153.5,female,0.5,18.57866
154.5,female,0.5,18.63136
155.5,female,0.5,18.68396
156.5,female,0.5,18.73643
157.5,female,0.5,18.78878
158.5,female,0.5,18.84098
159.5,female,0.5,18.89302
160.5,female,0.5,18.9449
161.5,female,0.5,18.9966
162.5,female,0.5,19.04811
163.5,female,0.5,19.09942
164.5,female,0.5,19.15052
165.5,female,0.5,19.20139
166.5,female,0.5,19.25204
167.5,female,0.5,19.30243
168.5,female,0.5,19.35257
169.5,female,0.5,19.40245
170.5,female,0.5,19.45204
171.5,female,0.5,19.50136
172.5,female,0.5,19.55037
173.5,female,0.5,19.59907
174.5,female,0.5,19.64746
175.5,female,0.5,19.69552
176.5,female,0.5,19.74325
177.5,female,0.5,19.79062
178.5,female,0.5,19.83764
179.5,female,0.5,19.88429
180.5,female,0.5,19.93057
181.5,female,0.5,19.97646
182.5,female,0.5,20.02195
183.5,female,0.5,20.06704
184.5,female,0.5,20.11172
185.5,female,0.5,20.15598
186.5,female,0.5,20.19981
187.5,female,0.5,20.2432
188.5,female,0.5,20.28614
189.5,female,0.5,20.32862
190.5,female,0.5,20.37064
191.5,female,0.5,20.41219
192.5,female,0.5,20.45326
193.5,female,0.5,20.49383
194.5,female,0.5,20.53392
195.5,female,0.5,20.57349
196.5,female,0.5,20.61256
197.5,female,0.5,20.65111
198.5,female,0.5,20.68912
199.5,female,0.5,20.72661
200.5,female,0.5,20.76355
201.5,female,0.5,20.79994
202.5,female,0.5,20.83578
203.5,female,0.5,20.87105
204.5,female,0.5,20.90576
205.5,female,0.5,20.93988
206.5,female,0.5,20.97343
207.5,female,0.5,21.00638
208.5,female,0.5,21.03874
209.5,female,0.5,21.07049
210.5,female,0.5,21.10163
211.5,female,0.5,21.13216
212.5,female,0.5,21.16206
213.5,female,0.5,21.19134
214.5,female,0.5,21.21997
215.5,female,0.5,21.24797
216.5,female,0.5,21.27532
217.5,female,0.5,21.30202
218.5,female,0.5,21.32805
219.5,female,0.5,21.35343
220.5,female,0.5,21.37812
221.5,female,0.5,21.40215
222.5,female,0.5,21.42548
223.5,female,0.5,21.44813
224.5,female,0.5,21.47008
225.5,female,0.5,21.49134
226.5,female,0.5,21.51188
227.5,female,0.5,21.53171
228.5,female,0.5,21.55082
229.5,female,0.5,21.56921
230.5,female,0.5,21.58686
231.5,female,0.5,21.60378
232.5,female,0.5,21.61996
233.5,female,0.5,21.63539
234.5,female,0.5,21.65006
235.5,female,0.5,21.66397
236.5,female,0.5,21.67712
237.5,female,0.5,21.68949
238.5,female,0.5,21.70108
239.5,female,0.5,21.71189
240,female,0.5,21.717
240.5,female,0.5,21.72191
24,male,0.75,17.55719
24.5,male,0.75,17.52129
25.5,male,0.75,17.45135
26.5,male,0.75,17.38384
27.5,male,0.75,17.31871
28.5,male,0.75,17.25593
29.5,male,0.75,17.19546
30.5,male,0.75,17.13726
31.5,male,0.75,17.0813
32.5,male,0.75,17.02753
33.5,male,0.75,16.97592
34.5,male,0.75,16.92645
35.5,male,0.75,16.87907
36.5,male,0.75,16.83376
37.5,male,0.75,16.79048
38.5,male,0.75,16.7492
39.5,male,0.75,16.70988
40.5,male,0.75,16.67251
41.5,male,0.75,16.63704
42.5,male,0.75,16.60345
43.5,male,0.75,16.5717
44.5,male,0.75,16.54177
45.5,male,0.75,16.51364
46.5,male,0.75,16.48726
47.5,male,0.75,16.46262
48.5,male,0.75,16.4397
49.5,male,0.75,16.41846
50.5,male,0.75,16.39889
51.5,male,0.75,16.38097
52.5,male,0.75,16.36468
53.5,male,0.75,16.35001
54.5,male,0.75,16.33693
55.5,male,0.75,16.32545
56.5,male,0.75,16.31554
57.5,male,0.75,16.3072
58.5,male,0.75,16.30042
59.5,male,0.75,16.29518
60.5,male,0.75,16.29148
61.5,male,0.75,16.28932
62.5,male,0.75,16.28868
63.5,male,0.75,16.28955
64.5,male,0.75,16.29192
65.5,male,0.75,16.29578
66.5,male,0.75,16.30113
67.5,male,0.75,16.30794
68.5,male,0.75,16.3162
69.5,male,0.75,16.3259
70.5,male,0.75,16.33702
71.5,male,0.75,16.34955
72.5,male,0.75,16.36346
73.5,male,0.75,16.37875
74.5,male,0.75,16.39537
75.5,male,0.75,16.41333
76.5,male,0.75,16.4326
77.5,male,0.75,16.45315
78.5,male,0.75,16.47496
79.5,male,0.75,16.49801
80.5,male,0.75,16.52229
81.5,male,0.75,16.54776
82.5,male,0.75,16.5744
83.5,male,0.75,16.60219
84.5,male,0.75,16.63112
85.5,male,0.75,16.66114
86.5,male,0.75,16.69225
87.5,male,0.75,16.72442
88.5,male,0.75,16.75763
89.5,male,0.75,16.79185
90.5,male,0.75,16.82707
91.5,male,0.75,16.86325
92.5,male,0.75,16.90039
93.5,male,0.75,16.93845
94.5,male,0.75,16.97742
95.5,male,0.75,17.01727
96.5,male,0.75,17.05799
97.5,male,0.75,17.09955
98.5,male,0.75,17.14193
99.5,male,0.75,17.18512
100.5,male,0.75,17.22909
101.5,male,0.75,17.27383
102.5,male,0.75,17.31932
103.5,male,0.75,17.36552
104.5,male,0.75,17.41244
105.5,male,0.75,17.46005
106.5,male,0.75,17.50833
107.5,male,0.75,17.55726
108.5,male,0.75,17.60683
109.5,male,0.75,17.65702
110.5,male,0.75,17.7078
111.5,male,0.75,17.75918
112.5,male,0.75,17.81112
113.5,male,0.75,17.86361
114.5,male,0.75,17.91664
115.5,male,0.75,17.9702
116.5,male,0.75,18.02425
117.5,male,0.75,18.07879
118.5,male,0.75,18.13381
119.5,male,0.75,18.18929
120.5,male,0.75,18.24521
121.5,male,0.75,18.30156
122.5,male,0.75,18.35833
123.5,male,0.75,18.4155
124.5,male,0.75,18.47306
125.5,male,0.75,18.53099
126.5,male,0.75,18.58928
127.5,male,0.75,18.64792
128.5,male,0.75,18.70689
129.5,male,0.75,18.76619
130.5,male,0.75,18.82579
131.5,male,0.75,18.8857
132.5,male,0.75,18.94588
133.5,male,0.75,19.00634
134.5,male,0.75,19.06706
135.5,male,0.75,19.12803
136.5,male,0.75,19.18924
137.5,male,0.75,19.25067
138.5,male,0.75,19.31232
139.5,male,0.75,19.37417
140.5,male,0.75,19.43622
141.5,male,0.75,19.49845
142.5,male,0.75,19.56086
143.5,male,0.75,19.62342
144.5,male,0.75,19.68614
145.5,male,0.75,19.74901
146.5,male,0.75,19.812
147.5,male,0.75,19.87512
148.5,male,0.75,19.93836
149.5,male,0.75,20.0017
150.5,male,0.75,20.06514
151.5,male,0.75,20.12866
152.5,male,0.75,20.19227
153.5,male,0.75,20.25594
154.5,male,0.75,20.31968
155.5,male,0.75,20.38347
156.5,male,0.75,20.44731
157.5,male,0.75,20.51119
158.5,male,0.75,20.5751
159.5,male,0.75,20.63903
160.5,male,0.75,20.70298
161.5,male,0.75,20.76694
162.5,male,0.75,20.8309
163.5,male,0.75,20.89486
164.5,male,0.75,20.9588
165.5,male,0.75,21.02272
166.5,male,0.75,21.08663
167.5,male,0.75,21.15049
168.5,male,0.75,21.21433
169.5,male,0.75,21.27811
170.5,male,0.75,21.34185
171.5,male,0.75,21.40554
172.5,male,0.75,21.46916
173.5,male,0.75,21.53272
174.5,male,0.75,21.5962
175.5,male,0.75,21.65961
176.5,male,0.75,21.72294
177.5,male,0.75,21.78618
178.5,male,0.75,21.84932
179.5,male,0.75,21.91237
180.5,male,0.75,21.97532
181.5,male,0.75,22.03816
182.5,male,0.75,22.10089
183.5,male,0.75,22.1635
184.5,male,0.75,22.226
185.5,male,0.75,22.28837
186.5,male,0.75,22.35061
187.5,male,0.75,22.41272
188.5,male,0.75,22.47469
189.5,male,0.75,22.53652
190.5,male,0.75,22.59821
191.5,male,0.75,22.65976
192.5,male,0.75,22.72115
193.5,male,0.75,22.78239
194.5,male,0.75,22.84346
195.5,male,0.75,22.90438
196.5,male,0.75,22.96514
197.5,male,0.75,23.02572
198.5,male,0.75,23.08614
199.5,male,0.75,23.14638
200.5,male,0.75,23.20645
201.5,male,0.75,23.26633
202.5,male,0.75,23.32604
203.5,male,0.75,23.38556
204.5,male,0.75,23.4449
205.5,male,0.75,23.50404
206.5,male,0.75,23.563
207.5,male,0.75,23.62176
208.5,male,0.75,23.68033
209.5,male,0.75,23.7387
210.5,male,0.75,23.79687
211.5,male,0.75,23.85484
212.5,male,0.75,23.91261
213.5,male,0.75,23.97018
214.5,male,0.75,24.02754
215.5,male,0.75,24.0847
216.5,male,0.75,24.14166
217.5,male,0.75,24.19841
218.5,male,0.75,24.25495
219.5,male,0.75,24.31129
220.5,male,0.75,24.36742
221.5,male,0.75,24.42335
222.5,male,0.75,24.47907
223.5,male,0.75,24.53459
224.5,male,0.75,24.58991
225.5,male,0.75,24.64502
226.5,male,0.75,24.69994
227.5,male,0.75,24.75466
228.5,male,0.75,24.80919
229.5,male,0.75,24.86352
230.5,male,0.75,24.91767
231.5,male,0.75,24.97163
232.5,male,0.75,25.02542
233.5,male,0.75,25.07902
234.5,male,0.75,25.13246
235.5,male,0.75,25.18572
236.5,male,0.75,25.23883
237.5,male,0.75,25.29179
238.5,male,0.75,25.34459
239.5,male,0.75,25.39725
240,male,0.75,25.42353
240.5,male,0.75,25.44978
24,female,0.75,17.42746
24.5,female,0.75,17.38582
25.5,female,0.75,17.30485
26.5,female,0.75,17.22693
27.5,female,0.75,17.15202
28.5,female,0.75,17.08009
29.5,female,0.75,17.01107
30.5,female,0.75,16.94495
31.5,female,0.75,16.88168
32.5,female,0.75,16.82123
33.5,female,0.75,16.76355
34.5,female,0.75,16.70862
35.5,female,0.75,16.65641
36.5,female,0.75,16.60687
37.5,female,0.75,16.55998
38.5,female,0.75,16.5157
39.5,female,0.75,16.474
40.5,female,0.75,16.43486
41.5,female,0.75,16.39824
42.5,female,0.75,16.36411
43.5,female,0.75,16.33244
44.5,female,0.75,16.3032
45.5,female,0.75,16.27636
46.5,female,0.75,16.25188
47.5,female,0.75,16.22973
48.5,female,0.75,16.20988
49.5,female,0.75,16.19229
50.5,female,0.75,16.17693
51.5,female,0.75,16.16378
52.5,female,0.75,16.15278
53.5,female,0.75,16.14391
54.5,female,0.75,16.13714
55.5,female,0.75,16.13242
56.5,female,0.75,16.12972
57.5,female,0.75,16.12901
58.5,female,0.75,16.13025
59.5,female,0.75,16.1334
60.5,female,0.75,16.13843
61.5,female,0.75,16.14531
62.5,female,0.75,16.154
63.5,female,0.75,16.16446
64.5,female,0.75,16.17665
65.5,female,0.75,16.19056
66.5,female,0.75,16.20613
67.5,female,0.75,16.22334
68.5,female,0.75,16.24214
69.5,female,0.75,16.26252
70.5,female,0.75,16.28443
71.5,female,0.75,16.30785
72.5,female,0.75,16.33273
73.5,female,0.75,16.35906
74.5,female,0.75,16.38679
75.5,female,0.75,16.41589
76.5,female,0.75,16.44633
77.5,female,0.75,16.47809
78.5,female,0.75,16.51113
79.5,female,0.75,16.54542
80.5,female,0.75,16.58094
81.5,female,0.75,16.61764
82.5,female,0.75,16.65551
83.5,female,0.75,16.69451
84.5,female,0.75,16.73462
85.5,female,0.75,16.7758
86.5,female,0.75,16.81803
87.5,female,0.75,16.86129
88.5,female,0.75,16.90553
89.5,female,0.75,16.95075
90.5,female,0.75,16.9969
91.5,female,0.75,17.04396
92.5,female,0.75,17.09191
93.5,female,0.75,17.14072
94.5,female,0.75,17.19037
95.5,female,0.75,17.24082
96.5,female,0.75,17.29206
97.5,female,0.75,17.34405
98.5,female,0.75,17.39678
99.5,female,0.75,17.45022
100.5,female,0.75,17.50434
101.5,female,0.75,17.55912
102.5,female,0.75,17.61454
103.5,female,0.75,17.67057
104.5,female,0.75,17.7272
105.5,female,0.75,17.78438
106.5,female,0.75,17.84212
107.5,female,0.75,17.90037
108.5,female,0.75,17.95912
109.5,female,0.75,18.01835
110.5,female,0.75,18.07803
111.5,female,0.75,18.13815
112.5,female,0.75,18.19867
113.5,female,0.75,18.25959
114.5,female,0.75,18.32088
115.5,female,0.75,18.38251
116.5,female,0.75,18.44447
117.5,female,0.75,18.50675
118.5,female,0.75,18.5693
119.5,female,0.75,18.63213
120.5,female,0.75,18.6952
121.5,female,0.75,18.7585
122.5,female,0.75,18.82202
123.5,female,0.75,18.88572
124.5,female,0.75,18.94959
125.5,female,0.75,19.01362
126.5,female,0.75,19.07779
127.5,female,0.75,19.14207
128.5,female,0.75,19.20645
129.5,female,0.75,19.27091
130.5,female,0.75,19.33544
131.5,female,0.75,19.40001
132.5,female,0.75,19.46462
133.5,female,0.75,19.52924
134.5,female,0.75,19.59386
135.5,female,0.75,19.65846
136.5,female,0.75,19.72302
137.5,female,0.75,19.78754
138.5,female,0.75,19.85199
139.5,female,0.75,19.91636
140.5,female,0.75,19.98063
141.5,female,0.75,20.0448
142.5,female,0.75,20.10884
143.5,female,0.75,20.17274
144.5,female,0.75,20.23648
145.5,female,0.75,20.30006
146.5,female,0.75,20.36346
147.5,female,0.75,20.42667
148.5,female,0.75,20.48967
149.5,female,0.75,20.55245
150.5,female,0.75,20.61499
151.5,female,0.75,20.67729
152.5,female,0.75,20.73934
153.5,female,0.75,20.80112
154.5,female,0.75,20.86261
155.5,female,0.75,20.92382
156.5,female,0.75,20.98472
157.5,female,0.75,21.04531
158.5,female,0.75,21.10557
159.5,female,0.75,21.1655
160.5,female,0.75,21.22508
161.5,female,0.75,21.28431
162.5,female,0.75,21.34317
163.5,female,0.75,21.40166
164.5,female,0.75,21.45977
165.5,female,0.75,21.51749
166.5,female,0.75,21.5748
167.5,female,0.75,21.63171
168.5,female,0.75,21.68819
169.5,female,0.75,21.74426
170.5,female,0.75,21.79989
171.5,female,0.75,21.85508
172.5,female,0.75,21.90982
173.5,female,0.75,21.96411
174.5,female,0.75,22.01794
175.5,female,0.75,22.0713
176.5,female,0.75,22.12419
177.5,female,0.75,22.1766
178.5,female,0.75,22.22852
179.5,female,0.75,22.27996
180.5,female,0.75,22.3309
181.5,female,0.75,22.38135
182.5,female,0.75,22.43128
183.5,female,0.75,22.48072
184.5,female,0.75,22.52963
185.5,female,0.75,22.57804
186.5,female,0.75,22.62592
187.5,female,0.75,22.67329
188.5,female,0.75,22.72013
189.5,female,0.75,22.76644
190.5,female,0.75,22.81222
191.5,female,0.75,22.85747
192.5,female,0.75,22.90219
193.5,female,0.75,22.94637
194.5,female,0.75,22.99002
195.5,female,0.75,23.03313
196.5,female,0.75,23.07571
197.5,female,0.75,23.11774
198.5,female,0.75,23.15924
199.5,female,0.75,23.2002
200.5,female,0.75,23.24062
201.5,female,0.75,23.28051
202.5,female,0.75,23.31986
203.5,female,0.75,23.35867
204.5,female,0.75,23.39696
205.5,female,0.75,23.43471
206.5,female,0.75,23.47193
207.5,female,0.75,23.50863
208.5,female,0.75,23.5448
209.5,female,0.75,23.58045
210.5,female,0.75,23.61558
211.5,female,0.75,23.65019
212.5,female,0.75,23.68429
213.5,female,0.75,23.71788
214.5,female,0.75,23.75097
215.5,female,0.75,23.78356
216.5,female,0.75,23.81564
217.5,female,0.75,23.84724
218.5,female,0.75,23.87835
219.5,female,0.75,23.90898
220.5,female,0.75,23.93912
221.5,female,0.75,23.9688
222.5,female,0.75,23.99801
223.5,female,0.75,24.02676
224.5,female,0.75,24.05505
225.5,female,0.75,24.08289
226.5,female,0.75,24.11029
227.5,female,0.75,24.13725
228.5,female,0.75,24.16378
229.5,female,0.75,24.18988
230.5,female,0.75,24.21557
231.5,female,0.75,24.24084
232.5,female,0.75,24.26571
233.5,female,0.75,24.29019
234.5,female,0.75,24.31427
235.5,female,0.75,24.33798
236.5,female,0.75,24.3613
237.5,female,0.75,24.38426
238.5,female,0.75,24.40686
239.5,female,0.75,24.4291
240,female,0.75,24.4401
240.5,female,0.75,24.45101
24,male,0.85,18.16219
24.5,male,0.85,18.11955
25.5,male,0.85,18.03668
26.5,male,0.85,17.957
27.5,male,0.85,17.88047
28.5,male,0.85,17.80704
29.5,male,0.85,17.73667
30.5,male,0.85,17.66932
31.5,male,0.85,17.60495
32.5,male,0.85,17.54351
33.5,male,0.85,17.48496
34.5,male,0.85,17.42927
35.5,male,0.85,17.37639
