age_in_months,gender,bmi_percentile,bmi
36.5,male,0.85,17.32627
37.5,male,0.85,17.27889
38.5,male,0.85,17.23419
39.5,male,0.85,17.19213
40.5,male,0.85,17.15266
41.5,male,0.85,17.11575
42.5,male,0.85,17.08135
43.5,male,0.85,17.04941
44.5,male,0.85,17.01988
45.5,male,0.85,16.99272
46.5,male,0.85,16.96789
47.5,male,0.85,16.94533
48.5,male,0.85,16.92501
49.5,male,0.85,16.90688
50.5,male,0.85,16.89089
51.5,male,0.85,16.87701
52.5,male,0.85,16.86519
53.5,male,0.85,16.8554
54.5,male,0.85,16.8476
55.5,male,0.85,16.84176
56.5,male,0.85,16.83784
57.5,male,0.85,16.8358
58.5,male,0.85,16.83563
59.5,male,0.85,16.83729
60.5,male,0.85,16.84076
61.5,male,0.85,16.846
62.5,male,0.85,16.853
63.5,male,0.85,16.86173
64.5,male,0.85,16.87217
65.5,male,0.85,16.88428
66.5,male,0.85,16.89805
67.5,male,0.85,16.91346
68.5,male,0.85,16.93048
69.5,male,0.85,16.94909
70.5,male,0.85,16.96925
71.5,male,0.85,16.99096
72.5,male,0.85,17.01418
73.5,male,0.85,17.03888
74.5,male,0.85,17.06505
75.5,male,0.85,17.09265
76.5,male,0.85,17.12166
77.5,male,0.85,17.15206
78.5,male,0.85,17.1838
79.5,male,0.85,17.21688
80.5,male,0.85,17.25126
81.5,male,0.85,17.28691
82.5,male,0.85,17.3238
83.5,male,0.85,17.36192
84.5,male,0.85,17.40122
85.5,male,0.85,17.44168
86.5,male,0.85,17.48329
87.5,male,0.85,17.52599
88.5,male,0.85,17.56978
89.5,male,0.85,17.61462
90.5,male,0.85,17.66049
91.5,male,0.85,17.70736
92.5,male,0.85,17.7552
93.5,male,0.85,17.80398
94.5,male,0.85,17.85369
95.5,male,0.85,17.90429
96.5,male,0.85,17.95575
97.5,male,0.85,18.00807
98.5,male,0.85,18.0612
99.5,male,0.85,18.11512
100.5,male,0.85,18.16981
101.5,male,0.85,18.22525
102.5,male,0.85,18.28141
103.5,male,0.85,18.33827
104.5,male,0.85,18.3958
105.5,male,0.85,18.45398
106.5,male,0.85,18.5128
107.5,male,0.85,18.57222
108.5,male,0.85,18.63222
109.5,male,0.85,18.69279
110.5,male,0.85,18.7539
111.5,male,0.85,18.81554
112.5,male,0.85,18.87767
113.5,male,0.85,18.94028
114.5,male,0.85,19.00336
115.5,male,0.85,19.06688
116.5,male,0.85,19.13081
117.5,male,0.85,19.19516
118.5,male,0.85,19.25988
119.5,male,0.85,19.32497
120.5,male,0.85,19.39041
121.5,male,0.85,19.45618
122.5,male,0.85,19.52226
123.5,male,0.85,19.58864
124.5,male,0.85,19.6553
125.5,male,0.85,19.72222
126.5,male,0.85,19.78938
127.5,male,0.85,19.85678
128.5,male,0.85,19.92439
129.5,male,0.85,19.9922
130.5,male,0.85,20.06019
131.5,male,0.85,20.12835
132.5,male,0.85,20.19667
133.5,male,0.85,20.26514
134.5,male,0.85,20.33373
135.5,male,0.85,20.40243
136.5,male,0.85,20.47124
137.5,male,0.85,20.54013
138.5,male,0.85,20.6091
139.5,male,0.85,20.67814
140.5,male,0.85,20.74722
141.5,male,0.85,20.81635
142.5,male,0.85,20.88551
143.5,male,0.85,20.95468
144.5,male,0.85,21.02386
145.5,male,0.85,21.09304
146.5,male,0.85,21.1622
147.5,male,0.85,21.23134
148.5,male,0.85,21.30045
149.5,male,0.85,21.36951
150.5,male,0.85,21.43852
151.5,male,0.85,21.50748
152.5,male,0.85,21.57636
153.5,male,0.85,21.64517
154.5,male,0.85,21.71389
155.5,male,0.85,21.78252
156.5,male,0.85,21.85104
157.5,male,0.85,21.91946
158.5,male,0.85,21.98777
159.5,male,0.85,22.05596
160.5,male,0.85,22.12402
161.5,male,0.85,22.19194
162.5,male,0.85,22.25973
163.5,male,0.85,22.32737
164.5,male,0.85,22.39487
165.5,male,0.85,22.46221
166.5,male,0.85,22.52939
167.5,male,0.85,22.5964
168.5,male,0.85,22.66325
169.5,male,0.85,22.72993
170.5,male,0.85,22.79643
171.5,male,0.85,22.86275
172.5,male,0.85,22.92889
173.5,male,0.85,22.99485
174.5,male,0.85,23.06062
175.5,male,0.85,23.12619
176.5,male,0.85,23.19158
177.5,male,0.85,23.25677
178.5,male,0.85,23.32177
179.5,male,0.85,23.38657
180.5,male,0.85,23.45117
181.5,male,0.85,23.51557
182.5,male,0.85,23.57978
183.5,male,0.85,23.64378
184.5,male,0.85,23.70758
185.5,male,0.85,23.77119
186.5,male,0.85,23.83459
187.5,male,0.85,23.89779
188.5,male,0.85,23.9608
189.5,male,0.85,24.02361
190.5,male,0.85,24.08622
191.5,male,0.85,24.14864
192.5,male,0.85,24.21087
193.5,male,0.85,24.27291
194.5,male,0.85,24.33476
195.5,male,0.85,24.39642
196.5,male,0.85,24.4579
197.5,male,0.85,24.5192
198.5,male,0.85,24.58033
199.5,male,0.85,24.64128
200.5,male,0.85,24.70207
201.5,male,0.85,24.76269
202.5,male,0.85,24.82315
203.5,male,0.85,24.88346
204.5,male,0.85,24.94362
205.5,male,0.85,25.00363
206.5,male,0.85,25.0635
207.5,male,0.85,25.12324
208.5,male,0.85,25.18286
209.5,male,0.85,25.24235
210.5,male,0.85,25.30173
211.5,male,0.85,25.361
212.5,male,0.85,25.42017
213.5,male,0.85,25.47925
214.5,male,0.85,25.53824
215.5,male,0.85,25.59716
216.5,male,0.85,25.65601
217.5,male,0.85,25.71481
218.5,male,0.85,25.77355
219.5,male,0.85,25.83225
220.5,male,0.85,25.89093
221.5,male,0.85,25.94958
222.5,male,0.85,26.00823
223.5,male,0.85,26.06687
224.5,male,0.85,26.12553
225.5,male,0.85,26.18422
226.5,male,0.85,26.24294
227.5,male,0.85,26.30171
228.5,male,0.85,26.36054
229.5,male,0.85,26.41945
230.5,male,0.85,26.47844
231.5,male,0.85,26.53753
232.5,male,0.85,26.59675
233.5,male,0.85,26.65609
234.5,male,0.85,26.71558
235.5,male,0.85,26.77522
236.5,male,0.85,26.83505
237.5,male,0.85,26.89507
238.5,male,0.85,26.9553
239.5,male,0.85,27.01575
240,male,0.85,27.04607
240.5,male,0.85,27.07645
24,female,0.85,18.01821
24.5,female,0.85,17.97371
25.5,female,0.85,17.88749
26.5,female,0.85,17.80489
27.5,female,0.85,17.72586
28.5,female,0.85,17.65035
29.5,female,0.85,17.5783
30.5,female,0.85,17.50965
31.5,female,0.85,17.44435
32.5,female,0.85,17.38235
33.5,female,0.85,17.3236
34.5,female,0.85,17.26804
35.5,female,0.85,17.21564
36.5,female,0.85,17.16634
37.5,female,0.85,17.12009
38.5,female,0.85,17.07685
39.5,female,0.85,17.03658
40.5,female,0.85,16.99923
41.5,female,0.85,16.96476
42.5,female,0.85,16.93312
43.5,female,0.85,16.90428
44.5,female,0.85,16.8782
45.5,female,0.85,16.85483
46.5,female,0.85,16.83413
47.5,female,0.85,16.81606
48.5,female,0.85,16.80058
49.5,female,0.85,16.78765
50.5,female,0.85,16.77723
51.5,female,0.85,16.76927
52.5,female,0.85,16.76375
53.5,female,0.85,16.7606
54.5,female,0.85,16.75981
55.5,female,0.85,16.76132
56.5,female,0.85,16.76509
57.5,female,0.85,16.77108
58.5,female,0.85,16.77925
59.5,female,0.85,16.78956
60.5,female,0.85,16.80197
61.5,female,0.85,16.81644
62.5,female,0.85,16.83292
63.5,female,0.85,16.85138
64.5,female,0.85,16.87177
65.5,female,0.85,16.89405
66.5,female,0.85,16.91819
67.5,female,0.85,16.94415
68.5,female,0.85,16.97187
69.5,female,0.85,17.00134
70.5,female,0.85,17.03249
71.5,female,0.85,17.06531
72.5,female,0.85,17.09974
73.5,female,0.85,17.13575
74.5,female,0.85,17.17331
75.5,female,0.85,17.21237
76.5,female,0.85,17.2529
77.5,female,0.85,17.29485
78.5,female,0.85,17.3382
79.5,female,0.85,17.38291
80.5,female,0.85,17.42894
81.5,female,0.85,17.47626
82.5,female,0.85,17.52482
83.5,female,0.85,17.5746
84.5,female,0.85,17.62557
85.5,female,0.85,17.67768
86.5,female,0.85,17.7309
87.5,female,0.85,17.7852
88.5,female,0.85,17.84055
89.5,female,0.85,17.89692
90.5,female,0.85,17.95426
91.5,female,0.85,18.01256
92.5,female,0.85,18.07177
93.5,female,0.85,18.13187
94.5,female,0.85,18.19283
95.5,female,0.85,18.2546
96.5,female,0.85,18.31718
97.5,female,0.85,18.38051
98.5,female,0.85,18.44458
99.5,female,0.85,18.50936
100.5,female,0.85,18.57481
101.5,female,0.85,18.64091
102.5,female,0.85,18.70762
103.5,female,0.85,18.77493
104.5,female,0.85,18.8428
105.5,female,0.85,18.91121
106.5,female,0.85,18.98012
107.5,female,0.85,19.04952
108.5,female,0.85,19.11937
109.5,female,0.85,19.18965
110.5,female,0.85,19.26034
111.5,female,0.85,19.3314
112.5,female,0.85,19.40282
113.5,female,0.85,19.47457
114.5,female,0.85,19.54662
115.5,female,0.85,19.61895
116.5,female,0.85,19.69154
117.5,female,0.85,19.76436
118.5,female,0.85,19.83739
119.5,female,0.85,19.91061
120.5,female,0.85,19.984
121.5,female,0.85,20.05753
122.5,female,0.85,20.13118
123.5,female,0.85,20.20493
124.5,female,0.85,20.27876
125.5,female,0.85,20.35264
126.5,female,0.85,20.42657
127.5,female,0.85,20.50052
128.5,female,0.85,20.57446
129.5,female,0.85,20.64838
130.5,female,0.85,20.72227
131.5,female,0.85,20.79609
132.5,female,0.85,20.86984
133.5,female,0.85,20.94349
134.5,female,0.85,21.01703
135.5,female,0.85,21.09045
136.5,female,0.85,21.16371
137.5,female,0.85,21.23681
138.5,female,0.85,21.30974
139.5,female,0.85,21.38246
140.5,female,0.85,21.45498
141.5,female,0.85,21.52727
142.5,female,0.85,21.59931
143.5,female,0.85,21.67111
144.5,female,0.85,21.74263
145.5,female,0.85,21.81386
146.5,female,0.85,21.8848
147.5,female,0.85,21.95543
148.5,female,0.85,22.02573
149.5,female,0.85,22.0957
150.5,female,0.85,22.16532
151.5,female,0.85,22.23458
152.5,female,0.85,22.30346
153.5,female,0.85,22.37196
154.5,female,0.85,22.44007
155.5,female,0.85,22.50777
156.5,female,0.85,22.57506
157.5,female,0.85,22.64192
158.5,female,0.85,22.70835
159.5,female,0.85,22.77434
160.5,female,0.85,22.83987
161.5,female,0.85,22.90494
162.5,female,0.85,22.96954
163.5,female,0.85,23.03366
164.5,female,0.85,23.09731
165.5,female,0.85,23.16045
166.5,female,0.85,23.22311
167.5,female,0.85,23.28525
168.5,female,0.85,23.34689
169.5,female,0.85,23.40801
170.5,female,0.85,23.46861
171.5,female,0.85,23.52868
172.5,female,0.85,23.58823
173.5,female,0.85,23.64723
174.5,female,0.85,23.7057
175.5,female,0.85,23.76363
176.5,female,0.85,23.82101
177.5,female,0.85,23.87784
178.5,female,0.85,23.93412
179.5,female,0.85,23.98985
180.5,female,0.85,24.04503
181.5,female,0.85,24.09964
182.5,female,0.85,24.1537
183.5,female,0.85,24.20721
184.5,female,0.85,24.26015
185.5,female,0.85,24.31254
186.5,female,0.85,24.36437
187.5,female,0.85,24.41564
188.5,female,0.85,24.46636
189.5,female,0.85,24.51653
190.5,female,0.85,24.56614
191.5,female,0.85,24.61521
192.5,female,0.85,24.66372
193.5,female,0.85,24.7117
194.5,female,0.85,24.75913
195.5,female,0.85,24.80603
196.5,female,0.85,24.8524
197.5,female,0.85,24.89824
198.5,female,0.85,24.94356
199.5,female,0.85,24.98836
200.5,female,0.85,25.03265
201.5,female,0.85,25.07643
202.5,female,0.85,25.11972
203.5,female,0.85,25.16251
204.5,female,0.85,25.20482
205.5,female,0.85,25.24665
206.5,female,0.85,25.28802
207.5,female,0.85,25.32892
208.5,female,0.85,25.36937
209.5,female,0.85,25.40938
210.5,female,0.85,25.44895
211.5,female,0.85,25.4881
212.5,female,0.85,25.52684
213.5,female,0.85,25.56517
214.5,female,0.85,25.60311
215.5,female,0.85,25.64067
216.5,female,0.85,25.67786
217.5,female,0.85,25.7147
218.5,female,0.85,25.75118
219.5,female,0.85,25.78733
220.5,female,0.85,25.82317
221.5,female,0.85,25.85869
222.5,female,0.85,25.89392
223.5,female,0.85,25.92887
224.5,female,0.85,25.96356
225.5,female,0.85,25.99799
226.5,female,0.85,26.03219
227.5,female,0.85,26.06617
228.5,female,0.85,26.09993
229.5,female,0.85,26.13351
230.5,female,0.85,26.16692
231.5,female,0.85,26.20016
232.5,female,0.85,26.23326
233.5,female,0.85,26.26624
234.5,female,0.85,26.29911
235.5,female,0.85,26.33189
236.5,female,0.85,26.36459
237.5,female,0.85,26.39723
238.5,female,0.85,26.42984
239.5,female,0.85,26.46243
240,female,0.85,26.47872
240.5,female,0.85,26.49502
24,male,0.9,18.60948
24.5,male,0.9,18.56111
25.5,male,0.9,18.4673
26.5,male,0.9,18.37736
27.5,male,0.9,18.29125
28.5,male,0.9,18.20892
29.5,male,0.9,18.13031
30.5,male,0.9,18.05538
31.5,male,0.9,17.98408
32.5,male,0.9,17.91635
33.5,male,0.9,17.85215
34.5,male,0.9,17.79143
35.5,male,0.9,17.73414
36.5,male,0.9,17.68022
37.5,male,0.9,17.62963
38.5,male,0.9,17.58231
39.5,male,0.9,17.5382
40.5,male,0.9,17.49725
41.5,male,0.9,17.45941
42.5,male,0.9,17.42462
43.5,male,0.9,17.39282
44.5,male,0.9,17.36395
45.5,male,0.9,17.33795
46.5,male,0.9,17.31477
47.5,male,0.9,17.29434
48.5,male,0.9,17.27661
49.5,male,0.9,17.26151
50.5,male,0.9,17.24899
51.5,male,0.9,17.23899
52.5,male,0.9,17.23145
53.5,male,0.9,17.22632
54.5,male,0.9,17.22354
55.5,male,0.9,17.22306
56.5,male,0.9,17.22483
57.5,male,0.9,17.2288
58.5,male,0.9,17.23493
59.5,male,0.9,17.24315
60.5,male,0.9,17.25344
61.5,male,0.9,17.26575
62.5,male,0.9,17.28003
63.5,male,0.9,17.29625
64.5,male,0.9,17.31437
65.5,male,0.9,17.33435
66.5,male,0.9,17.35616
67.5,male,0.9,17.37975
68.5,male,0.9,17.4051
69.5,male,0.9,17.43217
70.5,male,0.9,17.46092
71.5,male,0.9,17.49133
72.5,male,0.9,17.52335
73.5,male,0.9,17.55696
74.5,male,0.9,17.59212
75.5,male,0.9,17.6288
76.5,male,0.9,17.66696
77.5,male,0.9,17.70658
78.5,male,0.9,17.74762
79.5,male,0.9,17.79004
80.5,male,0.9,17.83382
81.5,male,0.9,17.87892
82.5,male,0.9,17.92532
83.5,male,0.9,17.97296
84.5,male,0.9,18.02183
85.5,male,0.9,18.0719
86.5,male,0.9,18.12312
87.5,male,0.9,18.17548
88.5,male,0.9,18.22893
89.5,male,0.9,18.28344
90.5,male,0.9,18.33899
91.5,male,0.9,18.39554
92.5,male,0.9,18.45306
93.5,male,0.9,18.51152
94.5,male,0.9,18.57089
95.5,male,0.9,18.63115
96.5,male,0.9,18.69225
97.5,male,0.9,18.75418
98.5,male,0.9,18.8169
99.5,male,0.9,18.88038
100.5,male,0.9,18.94459
101.5,male,0.9,19.00952
102.5,male,0.9,19.07512
103.5,male,0.9,19.14137
104.5,male,0.9,19.20825
105.5,male,0.9,19.27573
106.5,male,0.9,19.34378
107.5,male,0.9,19.41238
108.5,male,0.9,19.48149
109.5,male,0.9,19.5511
110.5,male,0.9,19.62118
111.5,male,0.9,19.69171
112.5,male,0.9,19.76266
113.5,male,0.9,19.83401
114.5,male,0.9,19.90573
115.5,male,0.9,19.97781
116.5,male,0.9,20.05021
117.5,male,0.9,20.12292
118.5,male,0.9,20.19592
119.5,male,0.9,20.26919
120.5,male,0.9,20.3427
121.5,male,0.9,20.41643
122.5,male,0.9,20.49036
123.5,male,0.9,20.56448
124.5,male,0.9,20.63877
125.5,male,0.9,20.7132
126.5,male,0.9,20.78775
127.5,male,0.9,20.86242
128.5,male,0.9,20.93718
129.5,male,0.9,21.01201
130.5,male,0.9,21.0869
131.5,male,0.9,21.16183
132.5,male,0.9,21.23679
133.5,male,0.9,21.31175
134.5,male,0.9,21.38671
135.5,male,0.9,21.46165
136.5,male,0.9,21.53655
137.5,male,0.9,21.61141
138.5,male,0.9,21.6862
139.5,male,0.9,21.76091
140.5,male,0.9,21.83554
141.5,male,0.9,21.91006
142.5,male,0.9,21.98447
143.5,male,0.9,22.05876
144.5,male,0.9,22.1329
145.5,male,0.9,22.2069
146.5,male,0.9,22.28075
147.5,male,0.9,22.35442
148.5,male,0.9,22.42791
149.5,male,0.9,22.50122
150.5,male,0.9,22.57433
151.5,male,0.9,22.64724
152.5,male,0.9,22.71993
153.5,male,0.9,22.7924
154.5,male,0.9,22.86465
155.5,male,0.9,22.93666
156.5,male,0.9,23.00842
157.5,male,0.9,23.07994
158.5,male,0.9,23.15121
159.5,male,0.9,23.22221
160.5,male,0.9,23.29295
161.5,male,0.9,23.36342
162.5,male,0.9,23.43362
163.5,male,0.9,23.50354
164.5,male,0.9,23.57318
165.5,male,0.9,23.64253
166.5,male,0.9,23.7116
167.5,male,0.9,23.78038
168.5,male,0.9,23.84887
169.5,male,0.9,23.91706
170.5,male,0.9,23.98496
171.5,male,0.9,24.05257
172.5,male,0.9,24.11987
173.5,male,0.9,24.18689
174.5,male,0.9,24.25361
175.5,male,0.9,24.32003
176.5,male,0.9,24.38616
177.5,male,0.9,24.452
178.5,male,0.9,24.51755
179.5,male,0.9,24.58281
180.5,male,0.9,24.64778
181.5,male,0.9,24.71247
182.5,male,0.9,24.77688
183.5,male,0.9,24.84102
184.5,male,0.9,24.90489
185.5,male,0.9,24.96848
186.5,male,0.9,25.03182
187.5,male,0.9,25.0949
188.5,male,0.9,25.15773
189.5,male,0.9,25.22032
190.5,male,0.9,25.28267
191.5,male,0.9,25.34478
192.5,male,0.9,25.40668
193.5,male,0.9,25.46835
194.5,male,0.9,25.52982
195.5,male,0.9,25.59109
196.5,male,0.9,25.65217
197.5,male,0.9,25.71306
198.5,male,0.9,25.77379
199.5,male,0.9,25.83436
200.5,male,0.9,25.89477
201.5,male,0.9,25.95504
202.5,male,0.9,26.01519
203.5,male,0.9,26.07522
204.5,male,0.9,26.13515
205.5,male,0.9,26.19498
206.5,male,0.9,26.25474
207.5,male,0.9,26.31443
208.5,male,0.9,26.37407
209.5,male,0.9,26.43368
210.5,male,0.9,26.49326
211.5,male,0.9,26.55284
212.5,male,0.9,26.61243
213.5,male,0.9,26.67204
214.5,male,0.9,26.73169
215.5,male,0.9,26.79141
216.5,male,0.9,26.8512
217.5,male,0.9,26.91109
218.5,male,0.9,26.97108
219.5,male,0.9,27.03121
220.5,male,0.9,27.09149
221.5,male,0.9,27.15194
222.5,male,0.9,27.21259
223.5,male,0.9,27.27344
224.5,male,0.9,27.33452
225.5,male,0.9,27.39585
226.5,male,0.9,27.45746
227.5,male,0.9,27.51936
228.5,male,0.9,27.58159
229.5,male,0.9,27.64415
230.5,male,0.9,27.70707
231.5,male,0.9,27.77039
232.5,male,0.9,27.83411
233.5,male,0.9,27.89828
234.5,male,0.9,27.9629
235.5,male,0.9,28.02801
236.5,male,0.9,28.09363
237.5,male,0.9,28.15978
238.5,male,0.9,28.2265
239.5,male,0.9,28.29381
240,male,0.9,28.3277
240.5,male,0.9,28.36174
24,female,0.9,18.44139
24.5,female,0.9,18.39526
25.5,female,0.9,18.30611
26.5,female,0.9,18.22103
27.5,female,0.9,18.13997
28.5,female,0.9,18.06285
29.5,female,0.9,17.98962
30.5,female,0.9,17.92019
31.5,female,0.9,17.85452
32.5,female,0.9,17.79253
33.5,female,0.9,17.73416
34.5,female,0.9,17.67936
35.5,female,0.9,17.62805
36.5,female,0.9,17.58019
37.5,female,0.9,17.53571
38.5,female,0.9,17.49455
39.5,female,0.9,17.45667
40.5,female,0.9,17.422
41.5,female,0.9,17.39049
42.5,female,0.9,17.3621
43.5,female,0.9,17.33676
44.5,female,0.9,17.31442
45.5,female,0.9,17.29505
46.5,female,0.9,17.27858
47.5,female,0.9,17.26497
48.5,female,0.9,17.25417
49.5,female,0.9,17.24613
50.5,female,0.9,17.24081
51.5,female,0.9,17.23815
52.5,female,0.9,17.23811
53.5,female,0.9,17.24065
54.5,female,0.9,17.24571
55.5,female,0.9,17.25326
56.5,female,0.9,17.26324
57.5,female,0.9,17.2756
58.5,female,0.9,17.29031
59.5,female,0.9,17.30732
60.5,female,0.9,17.32657
61.5,female,0.9,17.34803
62.5,female,0.9,17.37165
63.5,female,0.9,17.39739
64.5,female,0.9,17.42519
65.5,female,0.9,17.45502
66.5,female,0.9,17.48683
67.5,female,0.9,17.52057
68.5,female,0.9,17.5562
69.5,female,0.9,17.59369
70.5,female,0.9,17.63297
71.5,female,0.9,17.67402
72.5,female,0.9,17.71678
73.5,female,0.9,17.76122
74.5,female,0.9,17.8073
75.5,female,0.9,17.85496
76.5,female,0.9,17.90417
77.5,female,0.9,17.95489
78.5,female,0.9,18.00708
79.5,female,0.9,18.06069
80.5,female,0.9,18.11569
81.5,female,0.9,18.17203
82.5,female,0.9,18.22968
83.5,female,0.9,18.28859
84.5,female,0.9,18.34873
85.5,female,0.9,18.41007
86.5,female,0.9,18.47255
87.5,female,0.9,18.53615
88.5,female,0.9,18.60082
89.5,female,0.9,18.66653
90.5,female,0.9,18.73325
91.5,female,0.9,18.80093
92.5,female,0.9,18.86955
93.5,female,0.9,18.93906
94.5,female,0.9,19.00943
95.5,female,0.9,19.08063
96.5,female,0.9,19.15262
97.5,female,0.9,19.22537
98.5,female,0.9,19.29884
99.5,female,0.9,19.37301
100.5,female,0.9,19.44784
101.5,female,0.9,19.52329
102.5,female,0.9,19.59935
103.5,female,0.9,19.67596
104.5,female,0.9,19.75312
105.5,female,0.9,19.83077
106.5,female,0.9,19.9089
107.5,female,0.9,19.98748
108.5,female,0.9,20.06647
109.5,female,0.9,20.14584
110.5,female,0.9,20.22558
111.5,female,0.9,20.30564
112.5,female,0.9,20.38601
113.5,female,0.9,20.46665
114.5,female,0.9,20.54754
115.5,female,0.9,20.62866
116.5,female,0.9,20.70997
117.5,female,0.9,20.79145
118.5,female,0.9,20.87308
119.5,female,0.9,20.95484
120.5,female,0.9,21.03669
121.5,female,0.9,21.11861
122.5,female,0.9,21.20059
123.5,female,0.9,21.28259
124.5,female,0.9,21.3646
125.5,female,0.9,21.44659
126.5,female,0.9,21.52854
127.5,female,0.9,21.61043
128.5,female,0.9,21.69224
129.5,female,0.9,21.77396
130.5,female,0.9,21.85555
131.5,female,0.9,21.937
132.5,female,0.9,22.01829
133.5,female,0.9,22.0994
134.5,female,0.9,22.18031
135.5,female,0.9,22.26101
136.5,female,0.9,22.34148
137.5,female,0.9,22.4217
138.5,female,0.9,22.50166
139.5,female,0.9,22.58133
140.5,female,0.9,22.66071
141.5,female,0.9,22.73977
142.5,female,0.9,22.8185
143.5,female,0.9,22.89689
144.5,female,0.9,22.97493
145.5,female,0.9,23.05259
146.5,female,0.9,23.12987
147.5,female,0.9,23.20675
148.5,female,0.9,23.28323
149.5,female,0.9,23.35928
150.5,female,0.9,23.43491
151.5,female,0.9,23.51008
152.5,female,0.9,23.58481
153.5,female,0.9,23.65907
154.5,female,0.9,23.73285
155.5,female,0.9,23.80615
156.5,female,0.9,23.87895
157.5,female,0.9,23.95126
158.5,female,0.9,24.02305
159.5,female,0.9,24.09433
160.5,female,0.9,24.16508
161.5,female,0.9,24.23529
162.5,female,0.9,24.30497
163.5,female,0.9,24.37411
164.5,female,0.9,24.44269
165.5,female,0.9,24.51071
166.5,female,0.9,24.57818
167.5,female,0.9,24.64508
168.5,female,0.9,24.71141
169.5,female,0.9,24.77716
170.5,female,0.9,24.84234
171.5,female,0.9,24.90694
172.5,female,0.9,24.97096
173.5,female,0.9,25.0344
174.5,female,0.9,25.09725
175.5,female,0.9,25.15951
176.5,female,0.9,25.22119
177.5,female,0.9,25.28228
178.5,female,0.9,25.34279
179.5,female,0.9,25.40271
180.5,female,0.9,25.46204
181.5,female,0.9,25.5208
182.5,female,0.9,25.57897
183.5,female,0.9,25.63656
184.5,female,0.9,25.69357
185.5,female,0.9,25.75002
186.5,female,0.9,25.80589
187.5,female,0.9,25.8612
188.5,female,0.9,25.91595
189.5,female,0.9,25.97014
190.5,female,0.9,26.02379
191.5,female,0.9,26.07689
192.5,female,0.9,26.12945
193.5,female,0.9,26.18148
194.5,female,0.9,26.23299
195.5,female,0.9,26.28399
196.5,female,0.9,26.33448
197.5,female,0.9,26.38446
198.5,female,0.9,26.43396
199.5,female,0.9,26.48298
200.5,female,0.9,26.53153
201.5,female,0.9,26.57962
202.5,female,0.9,26.62726
203.5,female,0.9,26.67447
204.5,female,0.9,26.72125
205.5,female,0.9,26.76761
206.5,female,0.9,26.81358
207.5,female,0.9,26.85915
208.5,female,0.9,26.90436
209.5,female,0.9,26.9492
210.5,female,0.9,26.9937
211.5,female,0.9,27.03787
212.5,female,0.9,27.08173
213.5,female,0.9,27.12528
214.5,female,0.9,27.16856
215.5,female,0.9,27.21157
216.5,female,0.9,27.25433
217.5,female,0.9,27.29686
218.5,female,0.9,27.33918
219.5,female,0.9,27.3813
220.5,female,0.9,27.42325
221.5,female,0.9,27.46505
222.5,female,0.9,27.50671
223.5,female,0.9,27.54826
224.5,female,0.9,27.58971
225.5,female,0.9,27.63109
226.5,female,0.9,27.67242
227.5,female,0.9,27.71372
228.5,female,0.9,27.75502
229.5,female,0.9,27.79633
230.5,female,0.9,27.83769
231.5,female,0.9,27.8791
232.5,female,0.9,27.92061
233.5,female,0.9,27.96223
234.5,female,0.9,28.00399
235.5,female,0.9,28.04591
236.5,female,0.9,28.08801
237.5,female,0.9,28.13034
238.5,female,0.9,28.17291
239.5,female,0.9,28.21574
240,female,0.9,28.23727
240.5,female,0.9,28.25888
24,male,0.95,19.33801
24.5,male,0.95,19.2789
25.5,male,0.95,19.16466
26.5,male,0.95,19.05567
27.5,male,0.95,18.95187
28.5,male,0.95,18.85317
29.5,male,0.95,18.75949
30.5,male,0.95,18.67078
31.5,male,0.95,18.58695
32.5,male,0.95,18.50792
33.5,male,0.95,18.43363
34.5,male,0.95,18.364
35.5,male,0.95,18.29895
36.5,male,0.95,18.23842
37.5,male,0.95,18.18231
38.5,male,0.95,18.13057
39.5,male,0.95,18.08311
40.5,male,0.95,18.03986
41.5,male,0.95,18.00074
42.5,male,0.95,17.96568
43.5,male,0.95,17.93459
44.5,male,0.95,17.90741
45.5,male,0.95,17.88405
46.5,male,0.95,17.86444
47.5,male,0.95,17.8485
48.5,male,0.95,17.83614
49.5,male,0.95,17.8273
50.5,male,0.95,17.82189
51.5,male,0.95,17.81983
52.5,male,0.95,17.82104
53.5,male,0.95,17.82544
54.5,male,0.95,17.83295
55.5,male,0.95,17.84349
56.5,male,0.95,17.85699
57.5,male,0.95,17.87335
58.5,male,0.95,17.89252
59.5,male,0.95,17.9144
60.5,male,0.95,17.93893
61.5,male,0.95,17.96602
62.5,male,0.95,17.99562
63.5,male,0.95,18.02764
64.5,male,0.95,18.06201
65.5,male,0.95,18.09868
66.5,male,0.95,18.13758
67.5,male,0.95,18.17863
68.5,male,0.95,18.22179
69.5,male,0.95,18.26698
70.5,male,0.95,18.31416
71.5,male,0.95,18.36325
72.5,male,0.95,18.41421
73.5,male,0.95,18.46699
74.5,male,0.95,18.52152
75.5,male,0.95,18.57775
76.5,male,0.95,18.63564
77.5,male,0.95,18.69513
78.5,male,0.95,18.75617
79.5,male,0.95,18.81872
80.5,male,0.95,18.88272
81.5,male,0.95,18.94814
82.5,male,0.95,19.01491
83.5,male,0.95,19.083
84.5,male,0.95,19.15236
85.5,male,0.95,19.22295
86.5,male,0.95,19.29471
87.5,male,0.95,19.36761
88.5,male,0.95,19.44161
89.5,male,0.95,19.51666
90.5,male,0.95,19.59272
91.5,male,0.95,19.66974
92.5,male,0.95,19.74769
